Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
TX0000009537,South Africa,4283565.514329971,Cryptocurrency,2014-02-02 08:00:00,Person_7002,Oil & Gas,USA,False,Illegal,5,2,Bank_368,Cayman Islands
TX0000009538,Brazil,1769465.2663683195,Property Purchase,2014-02-02 09:00:00,Person_9282,Oil & Gas,Switzerland,False,Legal,4,2,Bank_302,Singapore
TX0000009539,Russia,1479183.4887896457,Cryptocurrency,2014-02-02 10:00:00,Person_8747,Arms Trade,Russia,True,Illegal,10,9,Bank_170,Panama
TX0000009540,China,3210246.7662361017,Stocks Transfer,2014-02-02 11:00:00,Person_7096,Real Estate,Russia,False,Illegal,3,2,Bank_295,Singapore
TX0000009541,Russia,4160694.8610319383,Cryptocurrency,2014-02-02 12:00:00,Person_1671,Real Estate,India,False,Illegal,1,4,Bank_39,Panama
TX0000009542,UK,3238384.453765147,Property Purchase,2014-02-02 13:00:00,Person_1451,Real Estate,Russia,False,Illegal,1,2,Bank_442,Bahamas
TX0000009543,India,3614861.457092052,Stocks Transfer,2014-02-02 14:00:00,Person_3720,Casinos,UK,False,Legal,7,6,Bank_150,Cayman Islands
TX0000009544,China,4607253.655087922,Offshore Transfer,2014-02-02 15:00:00,Person_2664,Construction,Switzerland,True,Illegal,1,6,Bank_123,Cayman Islands
TX0000009545,UAE,2859421.262943641,Cryptocurrency,2014-02-02 16:00:00,Person_1806,Casinos,China,False,Illegal,10,5,Bank_240,Luxembourg
TX0000009546,South Africa,2392291.8979390124,Stocks Transfer,2014-02-02 17:00:00,Person_5153,Oil & Gas,China,False,Illegal,1,0,Bank_42,Bahamas
TX0000009547,India,1747912.1035925557,Stocks Transfer,2014-02-02 18:00:00,Person_4806,Construction,China,False,Illegal,9,6,Bank_384,Bahamas
TX0000009548,Russia,2169499.7384173754,Cash Withdrawal,2014-02-02 19:00:00,Person_6119,Arms Trade,China,False,Illegal,6,1,Bank_293,Singapore
TX0000009549,USA,1997420.9063160615,Stocks Transfer,2014-02-02 20:00:00,Person_7054,Luxury Goods,UAE,True,Legal,3,7,Bank_375,Panama
TX0000009550,Russia,4381222.269996668,Cash Withdrawal,2014-02-02 21:00:00,Person_8619,Construction,China,False,Legal,1,6,Bank_30,Bahamas
TX0000009551,Singapore,4992305.989379776,Offshore Transfer,2014-02-02 22:00:00,Person_922,Construction,Singapore,False,Legal,5,1,Bank_406,Bahamas
TX0000009552,Russia,3726161.431416358,Cryptocurrency,2014-02-02 23:00:00,Person_9205,Casinos,India,True,Illegal,4,8,Bank_299,Singapore
TX0000009553,Switzerland,1728088.595562433,Offshore Transfer,2014-02-03 00:00:00,Person_2370,Luxury Goods,USA,False,Illegal,3,9,Bank_312,Panama
TX0000009554,Brazil,3331232.251295418,Stocks Transfer,2014-02-03 01:00:00,Person_6197,Casinos,Brazil,False,Illegal,1,7,Bank_8,Cayman Islands
TX0000009555,Singapore,1759931.2670475703,Property Purchase,2014-02-03 02:00:00,Person_6886,Finance,South Africa,False,Illegal,2,4,Bank_379,Cayman Islands
TX0000009556,Russia,1020388.1669316607,Offshore Transfer,2014-02-03 03:00:00,Person_8475,Construction,UAE,False,Legal,1,4,Bank_263,Luxembourg
TX0000009557,India,2365015.1551873074,Stocks Transfer,2014-02-03 04:00:00,Person_8660,Oil & Gas,Russia,False,Illegal,7,3,Bank_369,Bahamas
TX0000009558,Russia,4600768.574584442,Stocks Transfer,2014-02-03 05:00:00,Person_3285,Arms Trade,USA,True,Illegal,6,4,Bank_377,Bahamas
TX0000009559,China,3015295.5927302665,Cash Withdrawal,2014-02-03 06:00:00,Person_4124,Arms Trade,India,False,Illegal,6,9,Bank_38,Panama
TX0000009560,UAE,2334160.249790204,Offshore Transfer,2014-02-03 07:00:00,Person_5863,Luxury Goods,India,False,Legal,2,7,Bank_140,Luxembourg
TX0000009561,USA,1748214.405656497,Cash Withdrawal,2014-02-03 08:00:00,Person_2344,Construction,China,False,Illegal,6,4,Bank_409,Luxembourg
TX0000009562,South Africa,4767330.371959499,Property Purchase,2014-02-03 09:00:00,Person_4784,Casinos,South Africa,False,Legal,2,3,Bank_184,Singapore
TX0000009563,India,4998504.5104733575,Offshore Transfer,2014-02-03 10:00:00,Person_8920,Construction,South Africa,False,Illegal,3,2,Bank_483,Bahamas
TX0000009564,Brazil,2137466.6752898865,Property Purchase,2014-02-03 11:00:00,Person_1757,Real Estate,China,False,Legal,5,4,Bank_141,Bahamas
TX0000009565,India,1052741.789565743,Property Purchase,2014-02-03 12:00:00,Person_9113,Casinos,UAE,False,Illegal,2,2,Bank_29,Cayman Islands
TX0000009566,China,545432.5618622708,Property Purchase,2014-02-03 13:00:00,Person_4664,Finance,India,False,Illegal,3,8,Bank_69,Cayman Islands
TX0000009567,South Africa,3930380.484174779,Cash Withdrawal,2014-02-03 14:00:00,Person_112,Finance,UAE,False,Illegal,1,9,Bank_159,Luxembourg
TX0000009568,UK,2457930.885993912,Cryptocurrency,2014-02-03 15:00:00,Person_1419,Real Estate,Singapore,True,Illegal,2,7,Bank_279,Panama
TX0000009569,UAE,2666015.381057776,Cryptocurrency,2014-02-03 16:00:00,Person_3055,Real Estate,Russia,False,Illegal,7,2,Bank_6,Cayman Islands
TX0000009570,UAE,222164.67362633962,Property Purchase,2014-02-03 17:00:00,Person_3961,Casinos,India,False,Illegal,3,6,Bank_314,Singapore
TX0000009571,Singapore,2515983.4327534507,Offshore Transfer,2014-02-03 18:00:00,Person_7041,Oil & Gas,Switzerland,False,Illegal,4,4,Bank_274,Panama
TX0000009572,Switzerland,2943589.1920172838,Cash Withdrawal,2014-02-03 19:00:00,Person_8185,Real Estate,USA,False,Illegal,2,9,Bank_195,Panama
TX0000009573,Russia,3079421.821695902,Stocks Transfer,2014-02-03 20:00:00,Person_6999,Luxury Goods,South Africa,True,Illegal,2,2,Bank_417,Cayman Islands
TX0000009574,Singapore,4794154.354688698,Cryptocurrency,2014-02-03 21:00:00,Person_5421,Luxury Goods,UK,False,Illegal,3,0,Bank_293,Cayman Islands
TX0000009575,Russia,1765998.3178444686,Cryptocurrency,2014-02-03 22:00:00,Person_2577,Real Estate,UK,False,Illegal,3,3,Bank_283,Cayman Islands
TX0000009576,Russia,1584591.1369202302,Cash Withdrawal,2014-02-03 23:00:00,Person_4774,Real Estate,Russia,False,Illegal,3,1,Bank_22,Singapore
TX0000009577,Switzerland,1266983.5575021494,Cryptocurrency,2014-02-04 00:00:00,Person_8536,Oil & Gas,India,False,Illegal,2,3,Bank_335,Bahamas
TX0000009578,South Africa,4603967.419464963,Stocks Transfer,2014-02-04 01:00:00,Person_5488,Luxury Goods,USA,False,Legal,8,1,Bank_485,Luxembourg
TX0000009579,USA,2403583.7056020955,Property Purchase,2014-02-04 02:00:00,Person_1202,Luxury Goods,China,False,Legal,3,1,Bank_327,Switzerland
TX0000009580,India,2667337.238613377,Stocks Transfer,2014-02-04 03:00:00,Person_2830,Finance,USA,False,Illegal,8,8,Bank_369,Luxembourg
TX0000009581,USA,3361871.9940101914,Property Purchase,2014-02-04 04:00:00,Person_329,Finance,Russia,False,Illegal,3,4,Bank_242,Luxembourg
TX0000009582,UK,4931815.175973105,Property Purchase,2014-02-04 05:00:00,Person_1923,Finance,Brazil,True,Illegal,8,1,Bank_96,Bahamas
TX0000009583,South Africa,1337886.7347330723,Cash Withdrawal,2014-02-04 06:00:00,Person_2379,Finance,UK,False,Illegal,2,2,Bank_137,Luxembourg
TX0000009584,South Africa,1443541.7221118943,Cryptocurrency,2014-02-04 07:00:00,Person_8504,Oil & Gas,Russia,False,Legal,1,5,Bank_487,Cayman Islands
TX0000009585,UAE,93038.27107451344,Property Purchase,2014-02-04 08:00:00,Person_9463,Construction,South Africa,False,Illegal,3,7,Bank_352,Cayman Islands
TX0000009586,Switzerland,1963664.4000054975,Stocks Transfer,2014-02-04 09:00:00,Person_6697,Construction,Brazil,False,Illegal,4,8,Bank_58,Panama
TX0000009587,China,1461818.032852055,Property Purchase,2014-02-04 10:00:00,Person_8175,Luxury Goods,Russia,False,Legal,1,4,Bank_467,Panama
TX0000009588,USA,2650370.7557761627,Cryptocurrency,2014-02-04 11:00:00,Person_7730,Finance,South Africa,False,Illegal,10,4,Bank_72,Cayman Islands
TX0000009589,South Africa,2620764.8987418143,Property Purchase,2014-02-04 12:00:00,Person_2481,Luxury Goods,South Africa,True,Illegal,7,7,Bank_45,Bahamas
TX0000009590,UK,4773802.512910601,Property Purchase,2014-02-04 13:00:00,Person_9207,Luxury Goods,UAE,True,Illegal,8,6,Bank_12,Switzerland
TX0000009591,UAE,1077546.1618033033,Stocks Transfer,2014-02-04 14:00:00,Person_4689,Luxury Goods,UAE,False,Illegal,4,9,Bank_436,Switzerland
TX0000009592,USA,3595118.5434817774,Stocks Transfer,2014-02-04 15:00:00,Person_1867,Arms Trade,South Africa,False,Legal,7,7,Bank_339,Bahamas
TX0000009593,Brazil,3079988.8603001446,Stocks Transfer,2014-02-04 16:00:00,Person_2730,Oil & Gas,UAE,False,Legal,7,3,Bank_52,Luxembourg
TX0000009594,Brazil,4451149.257556784,Offshore Transfer,2014-02-04 17:00:00,Person_9837,Casinos,South Africa,False,Illegal,4,0,Bank_278,Cayman Islands
TX0000009595,UAE,2051117.5143596597,Offshore Transfer,2014-02-04 18:00:00,Person_38,Real Estate,China,True,Illegal,9,6,Bank_38,Singapore
TX0000009596,UK,193797.2839839618,Property Purchase,2014-02-04 19:00:00,Person_2191,Real Estate,India,False,Legal,8,1,Bank_344,Cayman Islands
TX0000009597,Switzerland,1086498.688333322,Cryptocurrency,2014-02-04 20:00:00,Person_9315,Luxury Goods,USA,False,Illegal,9,6,Bank_350,Cayman Islands
TX0000009598,Singapore,2358204.747387873,Cash Withdrawal,2014-02-04 21:00:00,Person_3476,Luxury Goods,Russia,False,Illegal,1,6,Bank_281,Singapore
TX0000009599,Switzerland,321593.88701739965,Stocks Transfer,2014-02-04 22:00:00,Person_3468,Real Estate,Singapore,False,Legal,10,0,Bank_335,Bahamas
TX0000009600,UK,2735061.4863480935,Cash Withdrawal,2014-02-04 23:00:00,Person_6981,Real Estate,Switzerland,False,Illegal,3,4,Bank_313,Switzerland
TX0000009601,Russia,4694351.251142859,Offshore Transfer,2014-02-05 00:00:00,Person_9526,Finance,Switzerland,True,Illegal,4,5,Bank_488,Cayman Islands
TX0000009602,USA,3542218.9277896686,Offshore Transfer,2014-02-05 01:00:00,Person_6948,Real Estate,Russia,False,Illegal,7,4,Bank_295,Cayman Islands
TX0000009603,Switzerland,3203168.4810508383,Offshore Transfer,2014-02-05 02:00:00,Person_6979,Construction,South Africa,False,Illegal,7,8,Bank_498,Cayman Islands
TX0000009604,USA,3621854.911099772,Property Purchase,2014-02-05 03:00:00,Person_3020,Luxury Goods,UAE,False,Illegal,4,6,Bank_444,Switzerland
TX0000009605,Singapore,4154605.2395444335,Cryptocurrency,2014-02-05 04:00:00,Person_5234,Finance,USA,False,Legal,10,3,Bank_459,Panama
TX0000009606,South Africa,2107430.0275551174,Cryptocurrency,2014-02-05 05:00:00,Person_1570,Finance,Russia,False,Illegal,8,3,Bank_61,Cayman Islands
TX0000009607,Brazil,1289596.0668584122,Offshore Transfer,2014-02-05 06:00:00,Person_3409,Oil & Gas,Brazil,False,Illegal,4,7,Bank_354,Luxembourg
TX0000009608,Singapore,1347188.838447641,Offshore Transfer,2014-02-05 07:00:00,Person_5727,Real Estate,USA,False,Legal,6,2,Bank_252,Singapore
TX0000009609,Switzerland,193461.0343899845,Offshore Transfer,2014-02-05 08:00:00,Person_8747,Real Estate,Switzerland,True,Illegal,6,0,Bank_157,Singapore
TX0000009610,South Africa,3047922.1333883307,Cash Withdrawal,2014-02-05 09:00:00,Person_5571,Oil & Gas,Brazil,False,Legal,4,7,Bank_454,Switzerland
TX0000009611,Brazil,4318672.722106,Cryptocurrency,2014-02-05 10:00:00,Person_9170,Finance,China,False,Illegal,10,5,Bank_357,Cayman Islands
TX0000009612,India,1541133.5966951582,Cryptocurrency,2014-02-05 11:00:00,Person_1750,Luxury Goods,Switzerland,False,Illegal,6,9,Bank_178,Switzerland
TX0000009613,Russia,525240.3074507945,Cryptocurrency,2014-02-05 12:00:00,Person_6776,Construction,Brazil,True,Legal,7,9,Bank_372,Luxembourg
TX0000009614,Russia,3370179.867828054,Offshore Transfer,2014-02-05 13:00:00,Person_5718,Oil & Gas,Russia,True,Illegal,3,1,Bank_293,Switzerland
TX0000009615,Singapore,1103727.8466665063,Cash Withdrawal,2014-02-05 14:00:00,Person_2043,Oil & Gas,UAE,True,Legal,9,7,Bank_243,Panama
TX0000009616,UK,3790115.729757745,Offshore Transfer,2014-02-05 15:00:00,Person_4151,Casinos,Singapore,False,Legal,5,2,Bank_23,Cayman Islands
TX0000009617,Switzerland,3904721.9377467316,Cash Withdrawal,2014-02-05 16:00:00,Person_9582,Construction,Russia,False,Legal,10,1,Bank_58,Panama
TX0000009618,Singapore,1078251.1247318226,Cryptocurrency,2014-02-05 17:00:00,Person_2033,Real Estate,Russia,False,Legal,2,0,Bank_125,Cayman Islands
TX0000009619,India,1287336.9440474296,Cryptocurrency,2014-02-05 18:00:00,Person_4087,Casinos,India,True,Illegal,1,1,Bank_471,Panama
TX0000009620,Brazil,3951877.7568530003,Property Purchase,2014-02-05 19:00:00,Person_8666,Arms Trade,China,True,Illegal,6,0,Bank_339,Bahamas
TX0000009621,Russia,4423783.764469093,Cryptocurrency,2014-02-05 20:00:00,Person_451,Construction,China,True,Legal,8,5,Bank_469,Cayman Islands
TX0000009622,Singapore,40030.709362479945,Stocks Transfer,2014-02-05 21:00:00,Person_7404,Construction,UK,True,Legal,6,9,Bank_45,Bahamas
TX0000009623,South Africa,3792713.8690292328,Cryptocurrency,2014-02-05 22:00:00,Person_2799,Finance,UAE,False,Legal,7,7,Bank_215,Panama
TX0000009624,China,2435707.3730945284,Cash Withdrawal,2014-02-05 23:00:00,Person_6184,Casinos,South Africa,False,Illegal,4,9,Bank_127,Panama
TX0000009625,China,4390129.193059918,Cash Withdrawal,2014-02-06 00:00:00,Person_1290,Oil & Gas,Switzerland,False,Illegal,6,4,Bank_488,Singapore
TX0000009626,USA,1101744.7710679155,Cash Withdrawal,2014-02-06 01:00:00,Person_7698,Finance,India,False,Illegal,7,5,Bank_345,Cayman Islands
TX0000009627,Switzerland,2258873.633367922,Stocks Transfer,2014-02-06 02:00:00,Person_9790,Oil & Gas,UK,False,Legal,5,6,Bank_318,Luxembourg
TX0000009628,Switzerland,2325510.2729712464,Offshore Transfer,2014-02-06 03:00:00,Person_9375,Casinos,South Africa,False,Illegal,2,5,Bank_131,Panama
TX0000009629,South Africa,770619.4755322599,Cryptocurrency,2014-02-06 04:00:00,Person_1562,Luxury Goods,South Africa,False,Legal,4,6,Bank_297,Singapore
TX0000009630,Brazil,2648055.6164956144,Property Purchase,2014-02-06 05:00:00,Person_6438,Oil & Gas,Brazil,True,Illegal,4,4,Bank_140,Singapore
TX0000009631,Switzerland,925323.4067622679,Cash Withdrawal,2014-02-06 06:00:00,Person_552,Luxury Goods,USA,True,Illegal,1,6,Bank_72,Switzerland
TX0000009632,Singapore,367360.1271779683,Cash Withdrawal,2014-02-06 07:00:00,Person_7086,Finance,Russia,False,Legal,9,9,Bank_302,Cayman Islands
TX0000009633,UAE,857403.4656191233,Stocks Transfer,2014-02-06 08:00:00,Person_9962,Oil & Gas,China,True,Legal,9,8,Bank_80,Luxembourg
TX0000009634,China,2391432.7718477184,Property Purchase,2014-02-06 09:00:00,Person_2016,Luxury Goods,Switzerland,False,Illegal,6,9,Bank_312,Switzerland
TX0000009635,USA,3867953.4369038483,Cryptocurrency,2014-02-06 10:00:00,Person_5816,Oil & Gas,South Africa,False,Illegal,10,4,Bank_271,Cayman Islands
TX0000009636,UK,3275036.194450012,Stocks Transfer,2014-02-06 11:00:00,Person_9129,Real Estate,Russia,False,Legal,8,2,Bank_185,Luxembourg
TX0000009637,China,2679051.645838361,Offshore Transfer,2014-02-06 12:00:00,Person_1606,Luxury Goods,Brazil,False,Illegal,9,2,Bank_131,Cayman Islands
TX0000009638,USA,3500885.0513662505,Cryptocurrency,2014-02-06 13:00:00,Person_6089,Finance,UK,False,Illegal,8,9,Bank_56,Panama
TX0000009639,Singapore,2340947.7548384555,Property Purchase,2014-02-06 14:00:00,Person_4877,Luxury Goods,China,True,Legal,1,6,Bank_445,Cayman Islands
TX0000009640,India,1483086.1269250265,Cash Withdrawal,2014-02-06 15:00:00,Person_5904,Oil & Gas,Singapore,False,Illegal,6,3,Bank_224,Cayman Islands
TX0000009641,Russia,1913569.8652133252,Cash Withdrawal,2014-02-06 16:00:00,Person_5875,Oil & Gas,Brazil,False,Legal,2,2,Bank_444,Switzerland
TX0000009642,Singapore,1751490.368261841,Property Purchase,2014-02-06 17:00:00,Person_5128,Casinos,Brazil,False,Illegal,4,5,Bank_262,Cayman Islands
TX0000009643,UK,3127185.7308583595,Cryptocurrency,2014-02-06 18:00:00,Person_6481,Arms Trade,UK,False,Illegal,8,0,Bank_459,Panama
TX0000009644,UAE,2113919.869806511,Offshore Transfer,2014-02-06 19:00:00,Person_7111,Oil & Gas,UK,False,Illegal,7,4,Bank_120,Luxembourg
TX0000009645,Switzerland,1863524.7572627466,Property Purchase,2014-02-06 20:00:00,Person_3659,Arms Trade,India,False,Illegal,3,6,Bank_260,Switzerland
TX0000009646,Brazil,4883319.697941371,Stocks Transfer,2014-02-06 21:00:00,Person_8472,Arms Trade,USA,False,Legal,8,4,Bank_154,Panama
TX0000009647,South Africa,2513878.6340806233,Property Purchase,2014-02-06 22:00:00,Person_701,Luxury Goods,UK,False,Illegal,2,4,Bank_227,Bahamas
TX0000009648,USA,212862.74438833303,Cash Withdrawal,2014-02-06 23:00:00,Person_1888,Finance,USA,False,Illegal,5,9,Bank_275,Cayman Islands
TX0000009649,Russia,2499643.345134161,Property Purchase,2014-02-07 00:00:00,Person_4813,Real Estate,UK,False,Legal,2,0,Bank_5,Panama
TX0000009650,UAE,2738621.236910968,Offshore Transfer,2014-02-07 01:00:00,Person_4457,Real Estate,UAE,False,Illegal,8,9,Bank_481,Panama
TX0000009651,USA,2020575.9098389694,Property Purchase,2014-02-07 02:00:00,Person_950,Casinos,Russia,False,Legal,1,9,Bank_262,Switzerland
TX0000009652,UK,4003030.7453152677,Cryptocurrency,2014-02-07 03:00:00,Person_2621,Luxury Goods,Switzerland,False,Illegal,6,0,Bank_125,Luxembourg
TX0000009653,South Africa,3239828.9955010773,Property Purchase,2014-02-07 04:00:00,Person_7505,Oil & Gas,India,True,Illegal,2,4,Bank_371,Panama
TX0000009654,Singapore,1655978.9342176889,Stocks Transfer,2014-02-07 05:00:00,Person_828,Casinos,China,False,Legal,5,6,Bank_246,Singapore
TX0000009655,South Africa,2900738.4364698757,Stocks Transfer,2014-02-07 06:00:00,Person_3904,Construction,China,False,Illegal,4,3,Bank_134,Switzerland
TX0000009656,USA,419410.611153828,Property Purchase,2014-02-07 07:00:00,Person_3721,Casinos,China,False,Illegal,1,8,Bank_368,Bahamas
TX0000009657,Singapore,2482621.7378149587,Cryptocurrency,2014-02-07 08:00:00,Person_6403,Arms Trade,Switzerland,True,Legal,5,2,Bank_251,Switzerland
TX0000009658,USA,2747696.040319697,Stocks Transfer,2014-02-07 09:00:00,Person_4537,Construction,South Africa,False,Illegal,7,9,Bank_348,Cayman Islands
TX0000009659,India,1827248.5464390449,Offshore Transfer,2014-02-07 10:00:00,Person_7647,Arms Trade,UK,False,Legal,1,5,Bank_5,Switzerland
TX0000009660,China,3834508.371166353,Cash Withdrawal,2014-02-07 11:00:00,Person_2241,Oil & Gas,South Africa,False,Illegal,7,5,Bank_252,Singapore
TX0000009661,Brazil,2525384.6406312245,Cryptocurrency,2014-02-07 12:00:00,Person_9326,Luxury Goods,USA,False,Legal,3,8,Bank_214,Panama
TX0000009662,Russia,495685.6559591969,Stocks Transfer,2014-02-07 13:00:00,Person_8868,Real Estate,USA,False,Legal,5,5,Bank_4,Luxembourg
TX0000009663,South Africa,4030051.995070106,Stocks Transfer,2014-02-07 14:00:00,Person_1837,Real Estate,Russia,False,Illegal,2,8,Bank_166,Panama
TX0000009664,Singapore,2172601.049957158,Stocks Transfer,2014-02-07 15:00:00,Person_1391,Finance,Brazil,False,Legal,2,3,Bank_370,Switzerland
TX0000009665,China,407761.93552233104,Cryptocurrency,2014-02-07 16:00:00,Person_1378,Real Estate,South Africa,False,Legal,5,8,Bank_203,Panama
TX0000009666,UAE,2462159.922984672,Property Purchase,2014-02-07 17:00:00,Person_3387,Arms Trade,Switzerland,False,Illegal,9,0,Bank_445,Cayman Islands
TX0000009667,Russia,1799868.920858451,Stocks Transfer,2014-02-07 18:00:00,Person_4802,Luxury Goods,Brazil,True,Illegal,7,3,Bank_174,Panama
TX0000009668,UAE,1153179.3421196537,Property Purchase,2014-02-07 19:00:00,Person_8887,Real Estate,Russia,False,Illegal,8,4,Bank_255,Switzerland
TX0000009669,Switzerland,4812472.778423449,Offshore Transfer,2014-02-07 20:00:00,Person_999,Finance,India,False,Legal,3,5,Bank_377,Singapore
TX0000009670,India,1851370.896137923,Cryptocurrency,2014-02-07 21:00:00,Person_2629,Luxury Goods,China,True,Illegal,1,4,Bank_136,Singapore
TX0000009671,Russia,4124202.3258344973,Stocks Transfer,2014-02-07 22:00:00,Person_4606,Real Estate,UK,False,Legal,3,4,Bank_470,Switzerland
TX0000009672,China,3036703.3717473364,Cash Withdrawal,2014-02-07 23:00:00,Person_5278,Arms Trade,Singapore,False,Illegal,7,9,Bank_216,Switzerland
TX0000009673,South Africa,3295254.448034998,Cash Withdrawal,2014-02-08 00:00:00,Person_3021,Oil & Gas,China,False,Legal,9,1,Bank_386,Bahamas
TX0000009674,Singapore,4734738.997569766,Property Purchase,2014-02-08 01:00:00,Person_7113,Casinos,Switzerland,False,Illegal,2,9,Bank_359,Cayman Islands
TX0000009675,Russia,3678203.1480486155,Property Purchase,2014-02-08 02:00:00,Person_2658,Arms Trade,UAE,False,Illegal,2,5,Bank_276,Switzerland
TX0000009676,USA,3012640.458228197,Offshore Transfer,2014-02-08 03:00:00,Person_7872,Finance,Brazil,False,Illegal,10,0,Bank_389,Singapore
TX0000009677,China,4999030.976547361,Offshore Transfer,2014-02-08 04:00:00,Person_9369,Casinos,USA,False,Legal,4,6,Bank_115,Panama
TX0000009678,Brazil,1290586.4361556543,Stocks Transfer,2014-02-08 05:00:00,Person_4753,Arms Trade,UK,False,Illegal,7,5,Bank_314,Panama
TX0000009679,Singapore,3145254.785607226,Offshore Transfer,2014-02-08 06:00:00,Person_3477,Oil & Gas,UK,False,Legal,5,0,Bank_70,Luxembourg
TX0000009680,Singapore,1948948.8584506023,Property Purchase,2014-02-08 07:00:00,Person_6175,Casinos,UAE,False,Illegal,2,8,Bank_344,Panama
TX0000009681,India,2412704.402623428,Cryptocurrency,2014-02-08 08:00:00,Person_9548,Arms Trade,Singapore,False,Legal,5,6,Bank_358,Luxembourg
TX0000009682,UK,3428413.0247001094,Stocks Transfer,2014-02-08 09:00:00,Person_2684,Finance,UK,False,Illegal,5,7,Bank_309,Switzerland
TX0000009683,South Africa,1472427.0309609554,Cash Withdrawal,2014-02-08 10:00:00,Person_5296,Arms Trade,UAE,False,Illegal,1,1,Bank_177,Luxembourg
TX0000009684,Russia,1786834.3518957,Property Purchase,2014-02-08 11:00:00,Person_4225,Construction,China,True,Illegal,9,1,Bank_98,Luxembourg
TX0000009685,South Africa,450219.95554860285,Cryptocurrency,2014-02-08 12:00:00,Person_3611,Casinos,China,False,Legal,4,0,Bank_71,Singapore
TX0000009686,Singapore,350351.47935667925,Stocks Transfer,2014-02-08 13:00:00,Person_2602,Casinos,South Africa,False,Legal,3,1,Bank_290,Switzerland
TX0000009687,Switzerland,2151187.267462629,Property Purchase,2014-02-08 14:00:00,Person_1132,Construction,UK,False,Illegal,9,8,Bank_301,Cayman Islands
TX0000009688,South Africa,1261710.2040927901,Cash Withdrawal,2014-02-08 15:00:00,Person_3277,Arms Trade,Brazil,False,Legal,7,9,Bank_152,Bahamas
TX0000009689,South Africa,4052113.818869935,Cash Withdrawal,2014-02-08 16:00:00,Person_6892,Oil & Gas,USA,True,Legal,6,2,Bank_477,Singapore
TX0000009690,UAE,4897189.879683237,Offshore Transfer,2014-02-08 17:00:00,Person_420,Casinos,Brazil,True,Legal,7,7,Bank_217,Bahamas
TX0000009691,Switzerland,867378.828930287,Cryptocurrency,2014-02-08 18:00:00,Person_4903,Oil & Gas,Russia,True,Illegal,1,1,Bank_40,Bahamas
TX0000009692,Singapore,1461387.227942191,Offshore Transfer,2014-02-08 19:00:00,Person_8331,Finance,UAE,False,Illegal,5,7,Bank_11,Switzerland
TX0000009693,Brazil,2845399.482655618,Offshore Transfer,2014-02-08 20:00:00,Person_5549,Real Estate,India,True,Illegal,3,7,Bank_438,Singapore
TX0000009694,China,2916830.8653941266,Property Purchase,2014-02-08 21:00:00,Person_3528,Real Estate,Brazil,False,Illegal,4,3,Bank_398,Singapore
TX0000009695,UAE,2762616.78048571,Stocks Transfer,2014-02-08 22:00:00,Person_1149,Real Estate,India,True,Legal,6,0,Bank_94,Singapore
TX0000009696,UK,1944467.9291511003,Cash Withdrawal,2014-02-08 23:00:00,Person_1114,Arms Trade,China,True,Illegal,1,7,Bank_280,Panama
TX0000009697,India,2872402.2637361255,Cryptocurrency,2014-02-09 00:00:00,Person_3306,Finance,China,False,Legal,6,0,Bank_143,Panama
TX0000009698,South Africa,1941009.3920449722,Property Purchase,2014-02-09 01:00:00,Person_3451,Arms Trade,UAE,True,Illegal,5,4,Bank_373,Singapore
TX0000009699,China,899397.7347830826,Stocks Transfer,2014-02-09 02:00:00,Person_4517,Arms Trade,Brazil,False,Illegal,8,0,Bank_128,Switzerland
TX0000009700,USA,4008779.668038768,Cash Withdrawal,2014-02-09 03:00:00,Person_4723,Real Estate,UAE,False,Illegal,6,0,Bank_427,Singapore
TX0000009701,UK,2178691.037612832,Cash Withdrawal,2014-02-09 04:00:00,Person_6591,Arms Trade,Russia,False,Illegal,4,8,Bank_68,Bahamas
TX0000009702,UAE,2602507.254665804,Offshore Transfer,2014-02-09 05:00:00,Person_8629,Real Estate,Singapore,False,Legal,8,5,Bank_320,Panama
TX0000009703,UAE,2034467.0255361376,Offshore Transfer,2014-02-09 06:00:00,Person_3177,Luxury Goods,Brazil,False,Illegal,4,8,Bank_289,Panama
TX0000009704,Brazil,2593702.0878640194,Cryptocurrency,2014-02-09 07:00:00,Person_5251,Casinos,UAE,False,Illegal,8,8,Bank_124,Panama
TX0000009705,UAE,1673698.133675461,Property Purchase,2014-02-09 08:00:00,Person_4878,Luxury Goods,South Africa,False,Legal,5,3,Bank_422,Luxembourg
TX0000009706,UAE,700456.5482119346,Offshore Transfer,2014-02-09 09:00:00,Person_6214,Arms Trade,India,False,Illegal,10,9,Bank_485,Bahamas
TX0000009707,USA,475161.3147740639,Property Purchase,2014-02-09 10:00:00,Person_6014,Construction,Switzerland,False,Illegal,3,5,Bank_143,Luxembourg
TX0000009708,UAE,3577069.47134619,Stocks Transfer,2014-02-09 11:00:00,Person_2719,Finance,Brazil,False,Legal,10,0,Bank_303,Cayman Islands
TX0000009709,Switzerland,2230522.24596034,Offshore Transfer,2014-02-09 12:00:00,Person_4410,Oil & Gas,South Africa,True,Illegal,3,8,Bank_308,Bahamas
TX0000009710,China,2735211.102953176,Cryptocurrency,2014-02-09 13:00:00,Person_245,Arms Trade,USA,False,Illegal,9,0,Bank_26,Cayman Islands
